word_us,word_length,n_phon,nonword,n_phon_nw,
mortification,13,12,mortiforalion,13,
mortify,7,7,morlory,7,
mortuary,8,8,mortoacy,8,
mosque,6,4,moints,5,
mosquito,8,7,moscuitu,8,
moss,4,3,momp,4,
motel,5,5,matem,5,
moth,4,3,moft,4,
mother,6,5,mither,5,
motherland,10,9,mothorlang,8,
motif,5,5,matig,5,
motion,6,5,matoon,5,
motivate,8,7,motovale,7,
motivation,10,9,molisative,9,
motive,6,5,matove,5,
motor,5,5,maton,5,
motorcycle,10,10,mororcadle,9,
motorization,12,11,motorazilion,12,
motorman,8,8,motarmin,8,
motto,5,4,moppo,4,
mound,5,4,mouch,3,
mount,5,4,mourd,4,
mountain,8,6,mourtail,6,
mountaineer,11,8,mountoineer,8,
mountainside,12,9,mountoinsade,9,
mounting,8,6,mainling,6,
mouse,5,3,mourt,4,
mouth,5,3,louth,3,
mouthpiece,10,6,moothfiece,6,
move,4,3,mong,3,
movie,5,4,mavid,5,
mow,3,2,zoh,2,
mucus,5,6,micos,5,
mud,3,3,mao,2,
mudslinger,10,9,mudslanger,9,
muffin,6,5,muzzin,5,
muffle,6,5,munnle,5,
muffler,7,7,mubbler,6,
mug,3,3,mig,3,
multicolored,12,11,multicilures,12,
multimillionaire,16,13,multimiffionaive,13,
multiple,8,8,multoble,8,
multiplication,14,13,multiplotalion,14,
multiply,8,8,multobly,8,
mum,3,3,mooge,3,
mumble,6,6,moombly,6,
mummy,5,4,muppy,4,
munch,5,4,mudge,3,
municipal,9,10,muticidal,10,
municipality,12,13,municobalory,13,
mural,5,6,morad,5,
murder,6,6,marlen,6,
murderer,8,8,murfeger,8,
murmur,6,6,mormor,6,
muscle,6,5,misclo,6,
muscular,8,9,musconar,8,
muscularity,11,12,musculorany,12,
muse,4,4,mish,3,
museum,6,7,musaim,7,
mush,4,3,mune,4,
mushroom,8,6,mishroon,6,
music,5,6,mosip,5,
musical,7,8,musopal,8,
musician,8,8,musocive,8,
musketeer,9,8,muspeteen,8,
Muslim,6,6,Mislum,6,
mustache,8,6,moutharse,7,
mustang,7,6,mestong,6,
mustard,7,7,mestark,7,
musty,5,5,mosty,5,
mutate,6,6,mocate,5,
mutation,8,8,mutorion,9,
mute,4,4,zute,4,
mutilate,8,7,mutolale,8,
mutilation,10,9,mutalotive,10,
mutiny,6,6,mutomy,7,
mutton,6,4,mullon,5,
mutual,6,7,mutiat,7,
muzzle,6,5,mueple,6,
mysterious,10,9,mystopious,9,
mystery,7,7,mystemy,7,
mystic,6,6,mustib,6,
mystical,8,8,mystocan,8,
mystify,7,7,mystopy,7,
mystique,8,6,mustitch,6,
myth,4,3,muth,3,
mythological,12,11,mytholagoral,11,
mythologist,11,10,mytherogize,9,
mythology,9,8,mytherody,8,
nab,3,3,nar,3,
nag,3,3,nig,3,
nail,4,3,noin,3,
naive,5,4,noine,4,
naked,5,5,noker,5,
name,4,3,nace,3,
nameless,8,6,nimeness,6,
nap,3,3,nop,3,
napkin,6,6,nopwin,6,
napoleon,8,8,napaloen,8,
narcotic,8,8,narmotic,8,
narrate,7,5,nallate,5,
narration,9,7,narrotoon,7,
narrative,9,7,narromave,7,
narrator,8,7,narropor,7,
narrow,6,4,nattow,4,
nasal,5,5,nosil,5,
nasty,5,5,nosty,5,
nation,6,5,notoon,5,
national,8,7,narionar,7,
nationalism,11,11,natistalics,11,
nationality,11,10,nationolory,10,
nationalization,15,13,nationolomalion,14,
nationalize,11,9,natoonalase,9,
nationwide,10,8,natoonwade,8,
native,6,5,notike,5,
nativity,8,8,natemiry,8,
natural,7,7,natoril,7,
naturalist,10,10,natoramise,9,
naturalistic,12,12,naturolitric,12,
naturalization,14,13,naturilamotion,14,
naturally,9,8,natorammy,8,
nature,6,5,nutare,6,
nausea,6,5,naurea,5,
nauseate,8,6,nausoase,6,
nautilus,8,7,nautolis,7,
naval,5,5,novil,5,
navigability,12,12,navigobalory,12,
navigate,8,7,navogale,7,
navigation,10,9,navidative,9,
navigator,9,9,navibapor,9,
navy,4,4,nopy,4,
nazi,4,5,noza,4,
near,4,3,neam,3,
nearby,6,5,noorpy,5,
nearing,7,5,nooring,5,
nearsighted,11,8,nearmighted,8,
neat,4,3,noot,3,
necessarily,11,10,necessirony,10,
necessary,9,8,necenlary,9,
necessitate,11,9,necersulate,11,
necessity,9,8,necirtimy,9,
neck,4,3,nuck,3,
neckband,8,7,nickbind,7,
necklace,8,6,nucklawn,6,
nectar,6,6,nictor,6,
nectarine,9,8,nectugane,8,
need,4,3,nufe,3,
needle,6,4,nootle,5,
needless,8,6,noonress,6,
needs,5,4,neens,4,
needy,5,4,noony,4,
negate,6,5,nogade,5,
negation,8,7,negotive,7,
negative,8,7,negotire,8,
neglect,7,7,noglert,7,
negligent,9,9,neglugint,9,
negligible,10,10,negrivitle,10,
negotiate,9,8,neloriaze,8,
negotiation,11,10,negomiolion,11,
Negro,5,5,Nogra,5,
neighbor,8,5,neignpor,6,
neighboring,11,7,neighbuming,8,
nephew,6,5,narfew,6,
nerve,5,4,horve,4,
nervous,7,6,norvour,6,
nest,4,4,nust,4,
net,3,3,ned,3,
netting,7,5,nedding,5,
network,7,7,nelfork,7,
neural,6,6,netsal,6,
neurologist,11,11,neupolomist,11,
neurology,9,9,neupolomy,9,
neuron,6,6,netran,6,
neurotic,8,8,netratic,8,
neuter,6,6,neafer,5,
neutral,7,7,neiprol,6,
neutrality,10,10,neutracidy,10,
neutralization,14,13,neutraloramion,14,
neutralize,10,9,neutrolase,9,
neutron,7,7,nemtrok,7,
newfound,8,7,neclound,7,
newly,5,5,nerpy,5,
newness,7,6,nebless,6,
news,4,4,nems,4,
newspaper,9,9,newspopar,9,
newsprint,9,9,nowsprink,8,
next,4,5,nerg,4,
nibble,6,5,nimmle,5,
nice,4,3,jice,3,
niche,5,3,ninse,4,
nick,4,3,nink,4,
nickel,6,5,nocken,5,
nickname,8,6,nicknale,6,
nicotine,8,7,nicafane,7,
niece,5,3,niege,4,
nifty,5,5,nofty,5,
Nigerian,8,8,Nigolion,8,
nightcap,8,6,nirthcat,7,
nightgown,9,6,nirthgawn,7,
nightingale,11,7,nightongare,8,
nightly,7,5,nirthly,6,
nighttime,9,6,nirthtive,7,
nimble,6,6,numple,6,
nine,4,3,ning,3,
nineteen,8,6,noneboon,6,
ninety,6,5,nonety,5,
ninth,5,4,nidth,4,
nip,3,3,noodge,3,
nipple,6,5,nizzle,5,
nippy,5,4,nizzy,4,
nitrate,7,6,notrame,6,
nitrogen,8,8,nitrugin,8,
nitwit,6,6,nimcit,6,
nobility,8,8,nofilicy,8,
noble,5,5,nugle,5,
nobleman,8,8,nopleran,8,
nobody,6,6,nobory,6,
nocturnal,9,8,noctormal,9,
nod,3,3,nad,3,
node,4,3,nade,3,
noel,4,4,naol,4,
noise,5,3,noits,4,
noisy,5,4,naisy,4,
nomad,5,5,namid,5,
nomadic,7,7,nomidec,7,
nominate,8,7,nomonare,7,
nomination,10,9,nomirative,9,
nominative,10,9,nomiratics,10,
nominee,7,6,nomoree,6,
nonchalant,10,9,nonchomant,9,
noncommittal,12,9,noncolmindal,12,
nonconductor,12,12,noncoldicpor,12,
nonconformist,13,13,noncorfirmics,13,
noncooperation,14,13,noncoogarolion,14,
none,4,3,nove,3,
nonetheless,11,8,nonethoness,8,
nonmetal,8,7,nonmaten,8,
nonmetallic,11,10,nonmicallis,10,
nonprofit,9,9,nonprefid,9,
nonresident,11,11,nondesipent,11,
nonresistance,13,12,nonrosuspance,12,
nonrestrictive,14,13,nondestractize,13,
nonsense,8,7,nunserse,7,
nonstop,7,7,nunstap,7,
nonsupport,10,9,nonsippark,9,
noodle,6,4,neemle,5,
noon,4,3,noop,3,
noose,5,3,nouse,3,
normal,6,6,nardal,6,
normality,9,9,norcalimy,9,
normalize,9,8,normarase,8,
normally,8,7,normaffy,7,
north,5,4,noith,3,
northeast,9,7,nirtheart,7,
northward,9,8,nirthwark,8,
northwest,9,8,nirthwist,8,
Norwegian,9,8,Norworian,9,
nose,4,3,noke,3,
nostalgia,9,8,nostolmia,9,
nostril,7,7,nuspril,8,
nosy,4,4,nisy,4,
notability,10,10,notabalomy,10,
notable,7,7,notomle,7,
notarize,8,7,notoraze,7,
notation,8,7,nototive,7,
note,4,3,nont,4,
noted,5,5,naten,5,
noteworthy,10,8,notewarphy,8,
nothing,7,5,nathing,5,
notice,6,5,natide,5,
notification,12,11,notiforalion,12,
notify,6,6,notopy,6,
notion,6,5,narion,6,
notorious,9,8,notupious,8,
notoriously,11,10,notemiousdy,10,
noun,4,3,nein,3,
nourish,7,5,noudish,5,
novel,5,5,niver,5,
novelty,7,7,novolry,7,
November,8,8,Novimper,8,
novice,6,5,nivide,5,
noxious,7,6,naxious,7,
nozzle,6,5,nottle,5,
nuclear,7,8,nubloar,8,
nucleus,7,8,nuclois,8,
nude,4,4,nume,4,
nudge,5,3,nedge,3,
nudism,6,8,nirism,7,
nudist,6,7,nulisk,7,
nudity,6,7,nudory,7,
nugget,6,5,nukket,5,
nuisance,8,7,noidance,6,
nullification,13,11,nulliforalion,12,
nullify,7,6,nullory,6,
numb,4,3,nurl,4,
number,6,6,nimbar,6,
numerable,9,10,numoraple,10,
numeral,7,8,numoran,8,
numerate,8,8,numorase,8,
numerical,9,10,nucerital,10,
numerous,8,8,numobous,8,
numskull,8,7,nimskall,7,
nurse,5,4,nunge,4,
nursery,7,7,nurseny,7,
nurture,7,6,nartude,7,
nut,3,3,nooth,3,
nutrient,8,9,nutroert,9,
nutrition,9,9,nutrotive,9,
nuts,4,4,nups,4,
nutshell,8,5,nurshill,6,
nutty,5,4,nuddy,4,
nylon,5,5,nolin,5,
nylons,6,6,nolins,6,
nymph,5,4,nyarn,5,
oak,3,2,ook,2,
oasis,5,5,oamis,5,
oat,3,2,oot,2,
oath,4,2,ooth,2,
oatmeal,7,5,ootmeat,5,
obedient,8,8,obarient,8,
obese,5,4,obede,4,
obey,4,3,obuy,3,
obituary,8,9,obitoany,8,
object,6,6,orjert,6,
objective,9,8,objictave,8,
objectivity,11,11,objectavony,11,
obligate,8,7,oblugale,7,
obligation,10,9,obdisative,9,
oblige,6,5,obluge,5,
oblique,7,5,oplutch,5,
oblivion,8,8,oblirion,8,
obnoxious,9,8,obnaxious,9,
obscene,7,5,opscone,6,
obscure,7,7,opscore,6,
observable,10,10,observatle,10,
observation,11,10,obverdative,10,
observatory,11,11,observotamy,11,
observe,7,6,opsarve,6,
obsess,6,5,opsuss,5,
obsession,9,7,obsellion,8,
obsolete,8,7,obsulere,8,
obstacle,8,8,obstomle,8,
obstetrician,12,11,obstatronian,12,
obstruct,8,8,opstrict,8,
obtain,6,5,optail,5,
obvious,7,6,obmious,6,
occasion,8,6,occosive,6,
occasional,10,7,occusionar,9,
occupancy,9,9,ocrubanty,9,
occupation,10,9,occiputive,8,
occupy,6,6,occory,5,
occur,5,4,ottur,4,
occurrence,10,7,occuddence,8,
ocean,5,4,oceal,4,
oceangoing,10,8,oteurdoing,8,
oceanic,7,7,ocoarid,7,
octagon,7,7,octogin,7,
octagonal,9,8,ocrepotal,9,
octave,6,5,ortade,5,
October,7,7,Octumer,8,
octopus,7,7,octupis,7,
odd,3,2,oif,2,
oddity,6,5,oddeky,5,
odds,4,3,jodds,4,
odor,4,4,obor,4,
odyssey,7,5,odossay,5,
off,3,2,oss,2,
offbeat,7,5,ossboat,5,
offend,6,5,ossend,5,
offense,7,5,ossense,5,
offensive,9,7,offunsave,7,
offer,5,4,osser,4,
offering,8,6,offeming,6,
offhand,7,6,ollhack,5,
office,6,4,ossice,4,
officer,7,6,offocen,6,
official,8,6,offocion,7,
officiate,9,7,ofriliase,8,
offset,6,5,ossnet,5,
oil,3,2,oin,2,
oink,4,3,oint,3,
ointment,8,7,otchmint,6,
okay,4,3,okoy,3,
old,3,3,ord,3,
olive,5,4,osild,5,
omelet,6,6,omorette,6,
omen,4,4,omoon,4,
ominous,7,6,omonius,7,
omit,4,4,omut,4,
once,4,4,odge,2,
oncoming,8,7,oncaming,7,
one,3,3,ove,2,
ongoing,7,6,onguing,7,
onion,5,5,omiom,5,
onions,6,6,omiols,6,
onlooker,8,7,onleeker,7,
onward,6,6,omwart,6,
ooze,4,2,ooge,2,
opal,4,4,opil,4,
opaque,6,4,opique,4,
open,4,4,opang,4,
opener,6,6,opiner,6,
openhanded,10,10,opinlanden,10,
opening,7,6,opering,6,
opera,5,5,oparo,5,
operable,8,8,opetanle,8,
operate,7,6,oporale,6,
operation,9,8,opetative,8,
operative,9,8,operotics,9,
opinion,7,7,opunion,7,
opium,5,5,opaim,4,
opponent,8,7,oppurent,7,
opportune,9,8,oppurtane,7,
oppose,6,4,obbose,4,
opposite,8,6,oppusate,6,
opposition,10,8,oppisative,8,
oppress,7,5,obbress,5,
oppression,10,7,opprellion,8,
optic,5,5,orfic,5,
optical,7,7,optobal,7,
optician,8,7,optorian,8,
optics,6,6,oltids,6,
optimism,8,9,optarism,9,
optimistic,10,10,optamintis,10,
optimum,7,7,optorum,7,
option,6,5,oltive,5,
optometry,9,9,optimopry,9,
oral,4,4,oril,5,
orange,6,4,olarge,5,
orator,6,6,orotar,6,
orbit,5,5,olbut,5,
orchard,7,6,olchord,6,
orchestra,9,8,orchistro,8,
orchestral,10,9,orchisprol,9,
orchestrate,11,9,orchistrane,9,
orchestration,13,11,orchactrotive,11,
orchid,6,5,olchad,5,
ordain,6,5,oldaim,5,
ordeal,6,5,oldeat,6,
order,5,5,oldar,4,
orderly,7,7,ormerly,6,
ordinance,9,8,orpirance,8,
ordinarily,10,9,ordinoramy,10,
ordinary,8,7,ordunory,8,
ordination,10,8,orficative,9,
organ,5,5,olgun,5,
organic,7,7,orgonid,7,
organism,8,9,ordanize,7,
organist,8,8,orgonist,8,
organization,12,11,organoramion,12,
organize,8,7,orgonase,7,
orgasm,6,7,ongism,7,
orient,6,6,ocieth,5,
oriental,8,7,oriesmal,8,
orientation,11,10,odientotive,10,
origin,6,6,orogan,6,
original,8,7,oridical,8,
originally,10,9,origonappy,9,
originate,9,8,oridicate,8,
ornament,8,8,orfabent,7,
ornamental,10,9,orsadencal,10,
ornamentation,13,12,ornaminlarion,13,
orphan,6,5,olphun,5,
orphanage,9,7,orphinase,7,
orthodox,8,8,orthudax,8,
orthopedics,11,10,orthuporics,10,
oscillate,9,6,oscimmate,6,
ostrich,7,6,ortruff,6,
other,5,4,othor,4,
otter,5,4,oller,4,
ounce,5,3,arnce,4,
out,3,2,zout,3,
outboard,8,7,ortboads,7,
outbound,8,6,ortbeash,6,
outbreak,8,6,ortbleak,7,
outburst,8,7,ortblust,8,
outcast,7,6,ortbast,7,
outclass,8,6,ortcrass,7,
outcome,7,5,ortcame,6,
outcry,6,5,ortbry,6,
outdated,8,7,outduted,8,
outdoor,7,5,ortdeer,6,
outdoors,8,6,ortdeers,7,
outer,5,4,orten,5,
outfield,8,6,ortfooth,6,
outfit,6,5,ortfat,6,
outfox,6,6,ortfog,6,
outgoing,8,6,outguing,7,
outgrow,7,5,ortgraw,7,
outgrowth,9,6,outgrouse,6,
outhouse,8,5,orthoose,6,
outing,6,4,orting,5,
outlaw,6,4,ortlow,5,
outlive,7,5,ortlove,6,
outlook,7,5,ortleek,6,
outpatient,10,8,outporient,9,
outpost,7,6,ortposh,6,
outrage,7,5,ortlage,6,
outrageous,10,7,ouromeous,7,
outrank,7,6,ortrink,7,
outreach,8,5,ortseach,6,
outright,8,5,outrirch,6,
outrun,6,5,ortrin,6,
outset,6,5,ortsit,6,
outshine,8,4,ortshone,5,
outside,7,5,ortsade,6,
outsider,8,7,ousoden,6,
outsize,7,5,outsaze,5,
outspread,9,7,ortspreal,9,
outstanding,11,9,oustunding,8,
outwear,7,5,ortwore,6,
oval,4,4,ovil,5,
ovary,5,5,ovomy,5,
oven,4,4,oper,4,
over,4,4,ovar,4,
overact,7,7,ovorart,7,
overage,7,6,ovabase,6,
overall,7,6,ovaruth,6,
overalls,8,7,ovamulls,7,
overboard,9,8,ovarbeard,8,
overburden,10,9,overbendum,9,
overcast,8,8,ovarcase,7,
overcharge,10,8,ovarchurge,8,
overcloud,9,8,ovarclord,9,
overcoat,8,7,ovarcort,8,
overcome,8,7,ovardome,7,
overexpose,10,10,oberempate,9,
overflow,8,7,ovarflaw,6,
overgrow,8,7,ovargraw,6,
overhand,8,8,ovarhind,8,
overhang,8,7,ovarlang,7,
overhaul,8,7,ovarmaul,6,
overhead,8,7,ovarmead,7,
overhear,8,7,ovarlear,7,
overjoy,7,6,ovarjay,6,
overlap,7,7,ovarlop,7,
overleap,8,7,ovarloof,7,
overlook,8,7,ovarfook,7,
overpass,8,7,ovarpiss,7,
overreach,9,7,ovarrelch,8,
overseas,8,7,ovarfeas,7,
overseer,8,7,ovarmeer,7,
overshadow,10,8,oberstitor,10,
overshoot,9,7,ovarsheet,7,
oversight,9,7,ovarmight,7,
oversize,8,7,ovarsaze,7,
overt,5,5,ovart,5,
overtake,8,7,ovartale,7,
overthrow,9,7,ovarshrow,7,
overtime,8,7,ovartame,7,
overturn,8,8,ovartarn,8,
ovum,4,4,ovam,4,
owe,3,1,oit,2,
owl,3,2,zowl,3,
own,3,2,oge,2,
ownership,9,7,ownorshop,7,
ox,2,3,jonk,4,
oxen,4,5,oken,4,
oxford,6,7,okfard,6,
oxidation,9,9,oxidutive,10,
oxidize,7,7,oxodaze,7,
oxygen,6,7,oxoten,7,
oyster,6,5,orsten,6,
ozone,5,4,ozane,4,
pace,4,3,pape,3,
pacemaker,9,8,pacelaken,8,
pacer,5,5,picen,5,
pacific,7,7,parifin,7,
pacification,12,11,paciforalion,12,
pacifier,8,8,pacorier,7,
pack,4,3,pank,4,
package,7,5,pickade,5,
packer,6,5,picken,5,
packet,6,5,pucket,5,
pact,4,4,poing,3,
pad,3,3,pid,3,
padding,7,5,pabbing,5,
paddle,6,4,paffle,5,
padlock,7,6,paspock,6,
page,4,3,pabe,3,
pageant,7,6,payeash,4,
paid,4,3,pait,3,
pain,4,3,pome,3,
painstaking,11,9,painstaling,9,
paint,5,4,poink,4,
paintbrush,10,8,pointbrosh,8,
painting,8,6,painging,5,
pair,4,3,parp,4,
pajamas,7,7,pyjiman,7,
pal,3,3,pab,3,
palace,6,5,polade,5,
palatable,9,9,palotemle,9,
pale,4,3,poil,3,
paleface,8,6,parnfall,6,
pallbearer,10,8,palltearen,8,
palm,4,4,palsh,4,
pamper,6,6,pimpen,6,
pamphlet,8,7,pimphler,7,
pan,3,3,pien,4,
panama,6,6,panomo,6,
pancake,7,6,parlake,6,
pancreas,8,8,parcrues,7,
panda,5,5,pindo,5,
panel,5,4,punel,5,
panic,5,5,ponid,5,
panorama,8,8,panorena,8,
pant,4,4,punt,4,
panther,7,6,ponthor,6,
pantry,6,6,pindry,6,
pants,5,5,zants,5,
panty,5,5,pindy,5,
papa,4,4,pipi,4,
papaya,6,5,papiyo,6,
paper,5,5,popar,5,
paperback,9,8,palerbick,8,
paperclip,9,9,palerclap,8,
paprika,7,7,paproko,7,
par,3,3,pof,3,
parachute,9,7,parochate,7,
parade,6,5,porood,5,
paradise,8,7,parodase,7,
paradox,7,8,parodux,8,
paraffin,8,7,paraddin,7,
paragraph,9,8,parogriph,8,
parakeet,8,7,parokeel,8,
parallel,8,7,parammel,7,
parallelogram,13,12,parallulagrim,12,
paralysis,9,9,patalydis,9,
paralyze,8,7,paroloze,7,
paranoia,8,7,paroloia,8,
paranoid,8,7,paronaid,7,
paraphrase,10,8,parophruse,8,
parasite,8,7,parosate,7,
parasitic,9,9,parasetis,9,
paratrooper,11,10,parasleeper,10,
parcel,6,6,porcen,6,
pardon,6,5,pordan,6,
parent,6,6,panems,6,
parental,8,7,parintul,8,
parenthesis,11,10,palentorsus,11,
parenthood,10,9,parertheed,9,
paring,6,5,piring,5,
parish,6,5,porise,5,
park,4,4,parsh,4,
parka,5,5,purko,5,
parkway,7,6,parflay,6,
parliament,10,9,parliurent,9,
parliamentarian,15,14,parliaminlarion,13,
parliamentary,13,12,parliaminlany,12,
parlor,6,6,purlur,6,
parody,6,6,parumy,6,
parole,6,5,porale,5,
parrot,6,5,paggot,5,
parsley,7,6,porslem,7,
part,4,4,parl,4,
partake,7,6,pantape,6,
partial,7,6,purtian,7,
partiality,10,10,partianory,10,
partially,9,7,partianny,7,
participate,11,10,partimisate,10,
participle,10,10,parturigle,9,
particle,8,8,parople,7,
particular,10,11,partitunar,10,
particularize,13,13,particolasase,12,
parting,7,6,parmint,7,
partition,9,8,partorion,8,
partly,6,6,portmy,6,
partner,7,7,paltmer,7,
partridge,9,7,patroids,7,
party,5,5,porby,5,
pass,4,3,paff,3,
passable,8,7,passabro,7,
passage,7,5,parrage,6,
passbook,8,6,pissbool,6,
passe,5,4,pazze,4,
passenger,9,8,passungen,8,
passerby,8,7,passorpy,7,
passing,7,5,pazzing,5,
passion,7,5,pallion,6,
passionate,10,7,passiorase,8,
passive,7,5,pattive,5,
passover,8,7,passovar,8,
passport,8,7,pisspork,7,
past,4,4,paist,4,
pasta,5,5,pusto,5,
paste,5,4,poust,4,
pasteurization,14,12,pasteuromarion,13,
pasteurize,10,8,pasteunase,8,
pastime,7,6,pistide,6,
pastor,6,6,pustar,6,
pastoral,8,8,pasturen,9,
pastry,6,6,padshy,5,
pasture,7,6,pistude,7,
pat,3,3,zat,3,
patch,5,3,pades,4,
patent,6,5,pulent,6,
paternity,9,9,paberticy,9,
path,4,3,palled,4,
pathetic,8,7,pathitin,7,
pathologist,11,10,patherogize,9,
pathway,7,5,puthwar,6,
patience,8,6,palieves,6,
patient,7,6,pofient,7,
patio,5,5,pariu,5,
patriarch,9,8,patruarce,8,
patriot,7,7,pafloit,7,
patriotic,9,9,patraetid,9,
patriotism,10,11,patraegise,9,
patrol,6,6,pothil,5,
patron,6,6,poclon,6,
patronage,9,8,patrinade,8,
patronize,9,8,patrinase,8,
patter,6,5,paffer,5,
pattern,7,6,pabbern,6,
patty,5,4,pabby,4,
pause,5,3,paifs,4,
pave,4,3,pash,3,
pavilion,8,8,pavulion,8,
paving,6,5,pabing,5,
paw,3,2,pam,3,
pawn,4,3,purn,4,
pay,3,2,poy,2,
payable,7,6,payobly,7,
paycheck,8,5,paschuck,5,
payer,5,4,paber,5,
payment,7,6,pasmant,7,
pea,3,2,peege,3,
peacemaker,10,8,peacelaken,8,
peach,5,3,pilth,4,
peacock,7,5,piacuck,6,
peak,4,3,peaf,3,
peanut,6,5,pianit,6,
pearl,5,4,pealm,4,
peas,4,3,peam,4,
peasant,7,6,pearint,7,
pebble,6,5,peggle,5,
peck,4,3,poik,3,
peculiar,8,9,pecomiar,7,
pedal,5,4,podil,5,
pedestal,8,7,pedistil,8,
pedestrian,10,10,pedistroan,10,
pediatrician,12,11,pediotrurian,12,
peep,4,3,peedge,3,
peephole,8,6,peemcole,6,
peg,3,2,pem,3,
pelican,7,7,peloran,7,
pelt,4,4,pern,3,
pelvis,6,6,pilvit,6,
pen,3,3,peb,3,
penalize,8,7,penilase,7,
penalty,7,7,penilry,7,
pencil,6,6,pinfel,6,
pendant,7,7,panmint,7,
pending,7,6,pinding,6,
penetrate,9,8,penotrale,8,
penetration,11,10,penatritive,10,
penetrative,11,10,penetritist,11,
penguin,7,7,pinguit,7,
penholder,9,9,penhalden,9,
penicillin,10,9,penicollen,9,
peninsula,9,9,penistuna,10,
penis,5,5,panus,6,
penitentiary,12,11,penitingiary,12,
penknife,8,6,pinknofe,6,
penmanship,10,9,penminshop,9,
pennant,7,6,punnand,6,
pennies,7,5,pezzies,5,
penniless,9,7,pennoress,7,
penny,5,4,pezzy,4,
pension,7,6,punsoon,6,
pensive,7,6,pinsave,6,
pentagon,8,8,pentogin,8,
penthouse,9,7,pintheese,7,
people,6,5,perble,6,
pep,3,3,pedge,3,
pepper,6,5,pemmer,5,
perceive,8,6,parceide,6,
percent,7,7,penfent,7,
percentile,10,9,percintale,8,
percept,7,7,pencopt,7,
perceptible,11,11,percelnibly,10,
perception,10,9,perciprion,9,
perceptive,10,9,perciptave,9,
perch,5,4,penth,4,
percussion,10,8,percullion,9,
perfect,7,7,pennuct,6,
perfectibility,14,14,perfectobalory,13,
perfection,10,9,perficrion,9,
perfecto,8,8,perfictu,8,
perforation,11,10,pernodative,10,
perform,7,7,penfort,7,
performance,11,10,perfurdance,9,
perfume,7,7,penfull,6,
perhaps,7,7,penhade,6,
perimeter,9,9,perameber,9,
period,6,6,pediun,6,
periodic,8,8,pemiotis,8,
perish,6,5,parise,5,
perk,4,4,perf,4,
permanent,9,9,permorent,9,
permeability,12,12,permeobalomy,12,
permeable,9,9,permeorle,9,
permissible,11,10,permastinle,10,
permission,10,8,permussoon,7,
permissive,10,8,permillive,8,
permit,6,6,parmut,6,
peroxide,8,8,peruxade,7,
perpendicular,13,14,perpendocilan,13,
perpetrate,10,9,perpotrale,9,
perpetual,9,9,perpotuan,9,
perpetuate,10,10,perdetuase,10,
persecute,9,9,persocate,8,
persecution,11,11,persicative,10,
persecutor,10,11,persicalor,10,
persevere,9,8,persovese,8,
Persian,7,6,Porsial,7,
persist,7,7,purbist,7,
person,6,6,pensin,6,
personable,10,10,persoratle,9,
personal,8,8,persunan,8,
personality,11,11,personilamy,11,
personalize,11,10,permonaride,10,
personify,9,9,persoridy,8,
personnel,9,8,persorrel,8,
perspective,11,10,perspictave,9,
perspiration,12,11,perstaritive,11,
perspire,8,8,parstire,8,
persuade,8,7,parsuage,7,
persuasion,10,9,persiarion,9,
pertinent,9,8,pertorent,9,
perturb,7,7,parture,6,
perversion,10,9,pervorsoon,8,
pervert,7,7,parvent,7,
pest,4,4,pesh,3,
pester,6,6,pisner,6,
pesticide,9,8,pestocade,8,
pet,3,3,poit,3,
petal,5,4,putan,5,
petite,6,5,pitide,5,
petition,8,7,petorion,8,
petrify,7,7,petromy,7,
petroleum,9,9,petruloem,9,
petticoat,9,7,pettucate,8,
petty,5,4,peffy,4,
pew,3,3,gew,3,
pewter,6,6,pawten,5,
phantom,7,6,phintop,6,
pharmacy,8,7,pharmory,6,
phase,5,3,phise,3,
pheasant,8,6,phealand,7,
phenomenon,10,9,phenorelon,9,
philosopher,11,9,philisother,9,
philosophic,11,9,philostitac,10,
philosophy,10,8,philisomic,9,
phobia,6,5,phoboa,5,
phoenix,7,6,phoobix,6,
phone,5,3,phoing,3,
phonograph,10,8,phomogriph,8,
phonographic,12,10,phonugrophin,10,
phosphate,9,6,phisplate,7,
phosphorus,10,8,phosphiros,8,
photo,5,4,phuta,4,
photoelectric,13,12,photoelictrac,12,
photogenic,10,9,photugerid,9,
photograph,10,8,phorogriph,8,
photographer,12,10,photolnather,10,
photographic,12,10,photaphormil,10,
photography,11,9,photolnapic,10,
photosynthesis,14,12,photosanthomis,12,
phrase,6,4,phrath,4,
phrasing,8,6,phramint,7,
physic,6,5,phosid,5,
physical,8,7,physocan,7,
physician,9,7,physorian,8,
physicist,9,8,physodist,8,
physics,7,6,phypics,6,
physiology,10,9,physialiny,9,
physique,8,5,phosaque,5,
pianist,7,7,pionise,6,
piano,5,5,piona,5,
pick,4,3,pive,3,
picket,6,5,pocker,5,
pickings,8,6,pinkints,7,
pickle,6,5,pockle,5,
pickpocket,10,8,pickpucken,8,
pickup,6,5,pockip,5,
picky,5,4,pucky,4,
picnic,6,6,pifric,6,
pictorial,9,9,pictamian,9,
picture,7,6,pintude,7,
picturesque,11,9,pictarisque,9,
pie,3,2,pith,3,
piece,5,3,poose,3,
pier,4,3,poim,3,
pierce,6,4,pields,5,
piety,5,5,piory,5,
pig,3,3,pime,3,
pigeon,6,5,pugeon,6,
piggish,7,5,pibbish,5,
piggyback,9,7,piggobick,7,
pigheaded,9,8,pigherden,9,
pigment,7,7,pugmint,7,
